ward_id,text,language,category,sentiment_score,priority_weight
62,Need urgent drain cleaning in block 19,english,blocked_drain,-0.45907707127302866,0.7394203156985919
16,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.31278086325060184,0.39322768199060454
41,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.3863389997022266,1.0
67,Garbage pile has not been removed for three days,english,waste,-0.31089356176925836,0.5756511967510699
73,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.5564934894741129,0.8002546544499106
63,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.9929257401678389,0.223740782417594
77,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.2689267003162724,0.6747718590848398
57,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.4838746639902497,0.5775926005227192
23,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.2721541055455816,0.3992556184356454
39,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.47065802359358555,0.7904653818835504
15,Road remains flooded for hours after rainfall,english,flooding,-0.8253193089814594,0.47653349767535974
4,Road remains flooded for hours after rainfall,english,flooding,-0.5359583953468166,0.6237557982110881
31,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.8822121827364486,0.5809933451000237
85,Ambulance cannot pass because road is broken,english,road_damage,-0.645293883905725,0.41626289527837457
28,Road remains flooded for hours after rainfall,english,flooding,-0.5066316717514251,0.21118454419029142
90,পচা আবর্জনায় ড্রেন আটকে গেছে,bangla,blocked_drain,-0.35012172055313595,0.4210017575595997
28,Water pressure is too low in the morning,english,water_supply,-0.3761352737338932,0.6834151832132009
18,Heavy rain causes waterlogging every evening,english,flooding,-0.2577290774983848,0.6778406464448583
20,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.8374497145971644,0.19051482490700572
32,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.8910712467270347,0.5765315825724687
48,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.2192739931065832,0.903834732792352
91,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.521275309984648,0.686266954790225
60,Need WASA support for pipeline leak,english,water_supply,-0.14459517167607921,0.36691835489854674
75,Road patch repair is needed urgently,english,road_damage,-0.29315318187670714,0.5515686914601049
11,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.24514332273439576,0.4301702869032441
9,Waste hotspot beside the canal is growing,english,waste,-0.2782537179002984,0.6144511865269859
14,Need regular waste collection in sector 16,english,waste,-0.5065861839200136,0.7776187493177865
89,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.398909891428553,0.643993435268424
72,Heavy rain causes waterlogging every evening,english,flooding,-0.6680985839290674,0.5682132280240203
12,Garbage pile has not been removed for three days,english,waste,-0.5265241098759181,0.9141519892524519
50,Need WASA support for pipeline leak,english,water_supply,-0.7602746115917702,0.6770084892530887
79,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,0.09680766592883028,0.5981321519199007
102,Waste hotspot beside the canal is growing,english,waste,-0.3014121351080806,0.47109932533274
40,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.23423094041075015,0.595354271385273
54,Waste hotspot beside the canal is growing,english,waste,-0.5438888656489138,0.995070497530071
34,Road remains flooded for hours after rainfall,english,flooding,-0.3361063706553358,0.5078158698086394
47,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.1709608196829095,0.7362972412179277
50,Road patch repair is needed urgently,english,road_damage,-1.0,0.7283235290243837
31,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.22404421766942018,0.6625001005074529
66,Drinking water smells bad this week,english,water_supply,-0.3556540686013703,0.2515934742473045
13,Road patch repair is needed urgently,english,road_damage,-0.29002502002162456,0.4442189369407964
8,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.4338814878830715,0.7354240984096223
102,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.584084402573686,0.4590572333182264
76,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.19242622362965145,0.37759782402772146
44,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.5945973165240576,0.22704447271035955
95,Potholes near junction 17 damage vehicles,english,road_damage,-0.997732573624535,0.11911549527689436
67,Drinking water smells bad this week,english,water_supply,-0.4347325589875846,0.795691885945928
77,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.6608631810203371,0.48041404510714847
52,Water pressure is too low in the morning,english,water_supply,-1.0,0.44615159358334555
33,Potholes near junction 8 damage vehicles,english,road_damage,-0.5666097787170717,0.36213429446296674
64,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.38746293584457875,0.2919662978412785
35,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.4188237376714065,0.6684431094304285
12,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.4047472220760349,0.53267817452416
80,Road patch repair is needed urgently,english,road_damage,-0.46469630085749436,0.49361410508376513
32,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.4029227465589483,0.3139369984029074
84,Frequent flood around ward market,english,flooding,-0.27544698032703074,0.6794793057305715
81,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.5020932194025144,0.2696625998521843
110,Drain near lane 15 is clogged and overflowing,english,blocked_drain,-0.569836310770492,0.6229787403272969
92,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.7777452689168436,0.1447329359317433
48,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.08018412142938525,0.5715484894354219
28,Road patch repair is needed urgently,english,road_damage,-0.58325541730738,0.7124439692503394
80,Ambulance cannot pass because road is broken,english,road_damage,-0.26530310285420433,0.540334576017701
59,Garbage pile has not been removed for three days,english,waste,-0.31340659453371544,0.533230656938465
10,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.207668876545607,0.862372013338417
18,পচা আবর্জনায় ড্রেন আটকে গেছে,bangla,blocked_drain,-0.48518701658230995,0.5603217997487618
18,Road remains flooded for hours after rainfall,english,flooding,-0.6583876012144414,0.6608949528136869
109,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.4645317551833366,0.6968021919227396
41,Need urgent drain cleaning in block 7,english,blocked_drain,-0.2803147433528924,0.6621567488326756
63,Need regular waste collection in sector 18,english,waste,-0.5827712293406008,0.9721293700079457
90,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.6071964568558543,0.1161232234339068
44,Drinking water smells bad this week,english,water_supply,-0.3147272878733126,0.4361793855954489
99,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.4455897696617195,0.5340339368927123
85,Drinking water smells bad this week,english,water_supply,-0.5454495883578114,0.9438661817493309
14,Waste hotspot beside the canal is growing,english,waste,-0.369128607432486,0.88841082603792
9,Waste hotspot beside the canal is growing,english,waste,-0.41307156630235314,0.3696987624728901
57,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.5619461935259179,0.7504126806504386
100,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.8921170443221187,0.5467684112722335
11,Road patch repair is needed urgently,english,road_damage,-0.5326636804657732,0.4523782139079787
21,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.7117856175992803,0.49140986869507364
80,Frequent flood around ward market,english,flooding,-0.2384296979808369,0.4457081435094128
33,Water pressure is too low in the morning,english,water_supply,-0.4092313337376039,0.5179587993274376
10,Water pressure is too low in the morning,english,water_supply,-0.7112151883361978,0.4167635440824503
31,Road patch repair is needed urgently,english,road_damage,-0.4366844737167449,0.5904640634270667
46,Need regular waste collection in sector 14,english,waste,-0.06672002045616982,1.0
98,Water pressure is too low in the morning,english,water_supply,-0.30592208803823456,0.863742645465803
35,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.3693533773904326,0.46149642277785785
66,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.6019297190776506,0.6676949908297529
56,Need urgent drain cleaning in block 14,english,blocked_drain,-0.4206862774943288,0.4668710933517639
6,Heavy rain causes waterlogging every evening,english,flooding,-0.23733272919172965,0.5161766730138883
72,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.5770399002348163,0.564569380737191
80,Potholes near junction 6 damage vehicles,english,road_damage,-0.5170264202947423,0.6089258031484892
20,Potholes near junction 7 damage vehicles,english,road_damage,-0.874708338494917,0.8630257496962991
28,Garbage pile has not been removed for three days,english,waste,-0.575346120141635,0.6022191489423955
98,Drain near lane 19 is clogged and overflowing,english,blocked_drain,-0.43043406062781564,0.7889242418544384
13,Water pressure is too low in the morning,english,water_supply,-0.2797622955091328,0.8246561760123501
4,Road patch repair is needed urgently,english,road_damage,-0.07723146807398984,0.3180652620625905
81,Ambulance cannot pass because road is broken,english,road_damage,-0.49706354912899187,0.5509987642661074
81,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.6421805800712532,0.761079369373952
35,Road patch repair is needed urgently,english,road_damage,-0.7944147525751017,0.1668249193967427
13,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.5120396560012472,0.5586888292833827
17,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.7675558839873204,0.46306373297379344
60,Heavy rain causes waterlogging every evening,english,flooding,-0.8223679942235445,0.902131108029778
24,Need WASA support for pipeline leak,english,water_supply,-0.37269236452481935,0.4500709753502419
44,Garbage pile has not been removed for three days,english,waste,-0.43487758933939674,0.41720631456449686
53,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.31479749436297577,0.6319277661891406
101,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.6090151626527738,0.27062447762211767
105,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.3054102867528694,0.645258554625693
29,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.5850276713563379,0.9099762165351081
91,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.7635777232203562,0.8962964055653615
19,Potholes near junction 13 damage vehicles,english,road_damage,-0.6740102794644233,0.47894132886825264
47,Heavy rain causes waterlogging every evening,english,flooding,-0.8864867233339168,0.38501980552730775
18,Need WASA support for pipeline leak,english,water_supply,-0.24317284435261916,1.0
13,Drinking water smells bad this week,english,water_supply,-0.5267851750780003,0.5653053517076142
17,Drain near lane 17 is clogged and overflowing,english,blocked_drain,-0.35357894037179705,0.812379462450604
82,Drinking water smells bad this week,english,water_supply,-0.20277553927387482,0.5258930175217169
20,Ambulance cannot pass because road is broken,english,road_damage,-0.6391217452296962,0.6463935848958305
83,Heavy rain causes waterlogging every evening,english,flooding,-0.6207495881979078,0.7136212277397909
33,Need regular waste collection in sector 9,english,waste,-0.4749301830794954,0.47402591812144446
64,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.6213759215814125,0.7559012703403396
64,Drain near lane 10 is clogged and overflowing,english,blocked_drain,-0.19873850562704365,0.26093693534879414
96,Ambulance cannot pass because road is broken,english,road_damage,-0.4341710963553548,0.6617156475480125
9,Frequent flood around ward market,english,flooding,-0.9560784427314779,0.8064336159415179
67,পচা আবর্জনায় ড্রেন আটকে গেছে,bangla,blocked_drain,-0.5325145231182357,0.6364920175924014
80,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.658824166849279,0.3427238062780281
90,পচা আবর্জনায় ড্রেন আটকে গেছে,bangla,blocked_drain,-0.3881108321992096,0.28205292487999944
27,Road remains flooded for hours after rainfall,english,flooding,-0.4649659354616497,0.3821852389698843
68,Road remains flooded for hours after rainfall,english,flooding,-0.4857875024367604,0.5814420986188142
71,Drinking water smells bad this week,english,water_supply,-0.27896346442404063,0.5666095666546516
112,Garbage pile has not been removed for three days,english,waste,-0.21106429390075193,0.2554100595128652
48,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.6565816394260576,0.4494598745554313
74,Need regular waste collection in sector 8,english,waste,-0.674170032962991,0.4731106693421385
57,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.4072140128166355,0.6052984486755119
85,Road patch repair is needed urgently,english,road_damage,-0.6212096039504311,0.5600505337381155
9,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.5544957564545293,0.5728138804463908
17,Road patch repair is needed urgently,english,road_damage,-0.4238580661142831,0.7173356577086526
57,Need WASA support for pipeline leak,english,water_supply,-0.4919002595906508,0.1025419040807668
91,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.4426945584719207,0.5761023034616269
44,Road remains flooded for hours after rainfall,english,flooding,-0.6058593170362261,0.6939295800160594
6,Drinking water smells bad this week,english,water_supply,-0.8842945764641594,1.0
102,Frequent flood around ward market,english,flooding,-0.26997686169327784,0.32140678236394615
103,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.962185070981219,0.1
78,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.501223054378291,0.8535666567121591
64,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.2798113963155191,0.4000723285111281
20,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.07529575542037925,0.514758241880799
28,Waste hotspot beside the canal is growing,english,waste,-0.4549940356688849,0.259226968063499
112,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.05721494891898704,0.5153537562974142
7,Need WASA support for pipeline leak,english,water_supply,-0.1516429104121198,0.34585326330787114
24,Heavy rain causes waterlogging every evening,english,flooding,-1.0,0.31977597698028176
49,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.599924456811084,1.0
110,Potholes near junction 14 damage vehicles,english,road_damage,-0.6105940586976156,0.20870993174086316
95,Waste hotspot beside the canal is growing,english,waste,-0.8587582382898689,0.7687533744227231
28,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.36166395725097356,0.652958103176569
24,Need urgent drain cleaning in block 8,english,blocked_drain,-0.1548836782356734,0.701007497207618
76,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.5620237915547578,0.4798692910315308
36,Drain near lane 3 is clogged and overflowing,english,blocked_drain,-0.5548059741939704,0.5851980113033732
73,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.606271896580329,0.5355555824881658
77,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.8022216722577487,0.13412834563706422
60,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.3241924212078764,0.523970689065649
101,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,0.0830094214048307,0.10865683756505595
61,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.5709198861008468,0.41741111544535575
92,Need regular waste collection in sector 13,english,waste,-0.504404468361928,0.8608336688644571
45,Need WASA support for pipeline leak,english,water_supply,-0.5210327735477375,0.8415378095092874
30,Garbage pile has not been removed for three days,english,waste,-0.4569885336606371,0.6525347160496144
83,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.6039815285910934,0.6426715211129916
77,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.37857088889113877,0.6974411896790224
93,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.23132069160321644,0.3921584076224218
7,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.45828309205667334,0.39302319932623075
70,Need WASA support for pipeline leak,english,water_supply,-0.8839526370667017,0.6613584065805627
54,Drain near lane 8 is clogged and overflowing,english,blocked_drain,-0.3484651157823472,0.24530310674106026
58,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.8570374770968048,0.7246652469688458
3,Heavy rain causes waterlogging every evening,english,flooding,-0.6645162316430725,0.6120834749005506
96,Road remains flooded for hours after rainfall,english,flooding,-0.663552202250328,0.5892015408627806
64,Need urgent drain cleaning in block 13,english,blocked_drain,-0.42225970600513224,0.6503618228310403
19,স্কুলের সামনে জলাবদ্ধতা খুব বেশি,bangla,flooding,-0.5119617473926967,0.5744798051140543
20,Waste hotspot beside the canal is growing,english,waste,-0.015162292473802963,0.8781716415274898
64,Potholes near junction 19 damage vehicles,english,road_damage,-0.4979145339183853,0.6527795394625291
43,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.4970596829456878,0.4191890782898528
2,পচা আবর্জনায় ড্রেন আটকে গেছে,bangla,blocked_drain,-0.5889482411272737,0.4721624933793557
97,Road remains flooded for hours after rainfall,english,flooding,-0.0038315257485819765,0.7086848614568216
67,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.3454763344884664,0.5158277307051314
76,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.4813641576547877,0.6413006879529612
98,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.7021113668505006,0.6299355152327717
85,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.4695476958811043,0.49274321121146714
76,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.6789798958631718,0.7015034286935116
110,Heavy rain causes waterlogging every evening,english,flooding,-0.5463212461278212,0.8547890112235055
29,বর্ষায় রাস্তার পাশের নালা উপচে পড়ে,bangla,blocked_drain,-0.35783942836960947,0.46548295486071256
38,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.7055806127249753,0.3340773764246814
50,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.5473082906292193,0.7924988128029772
59,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.6898445884172276,0.29123159166785156
103,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.3773012587887017,0.5066426726445311
56,Road patch repair is needed urgently,english,road_damage,-0.20272978654630502,0.7956409973859654
16,Need WASA support for pipeline leak,english,water_supply,-0.6383530204628922,0.6127321358992402
75,Potholes near junction 5 damage vehicles,english,road_damage,-0.01893473538159335,0.37159934334094946
105,Garbage pile has not been removed for three days,english,waste,-0.8888651874076867,0.2565644394320386
58,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.6849838016231078,0.2771901948282186
5,"পাকা রাস্তা উঠে গেছে, দ্রুত মেরামত দরকার",bangla,road_damage,-0.3152940716645784,0.7489904011324852
100,Drain near lane 18 is clogged and overflowing,english,blocked_drain,-0.7186717157861586,0.28715962076616547
54,"নতুন সংযোগের আবেদন করেছি, এখনো কাজ হয়নি",bangla,water_supply,-0.5821246957757633,0.8232427679994055
85,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.6904569062763728,0.5398302584794363
7,Road patch repair is needed urgently,english,road_damage,-0.741008526691608,0.874737096369534
7,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.5470339932860826,0.5891829791902564
63,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.3031393209269898,0.3964708494232553
36,Waste hotspot beside the canal is growing,english,waste,-0.3270148262606831,0.7611461466639506
98,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.4998941024645454,0.5029213012249648
45,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.525450019698128,0.30797953427788877
108,Ambulance cannot pass because road is broken,english,road_damage,-0.6860637380434076,0.5345461058232119
89,Garbage pile has not been removed for three days,english,waste,-0.5857197252277897,0.4776553130975812
94,পচা আবর্জনায় ড্রেন আটকে গেছে,bangla,blocked_drain,-0.3091758985563948,0.45869076368176753
1,Need regular waste collection in sector 1,english,waste,-0.20183179124567313,0.3940397031360739
26,রাস্তার গর্তে যানজট ও দুর্ঘটনা হচ্ছে,bangla,road_damage,-0.41708561037672787,0.5561396464216984
9,আমাদের এলাকায় বৃষ্টির পরে হাঁটু পানি থাকে,bangla,flooding,-0.36846239630196864,0.7218322048068551
25,Need WASA support for pipeline leak,english,water_supply,-0.5163757127729505,0.4288902095871001
59,মশার উপদ্রব হচ্ছে ময়লার কারণে,bangla,waste,-0.3931024247689883,0.46704663439931304
62,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.5585760261224114,0.6230194436731166
35,Drain near lane 15 is clogged and overflowing,english,blocked_drain,-0.7839830704216721,0.6810133850542991
28,Heavy rain causes waterlogging every evening,english,flooding,-0.6719180336533301,0.45185168244240503
11,Drinking water smells bad this week,english,water_supply,-0.5636988152699461,0.5131319635291519
69,Need urgent drain cleaning in block 7,english,blocked_drain,-0.515298652492997,0.8662550945849115
4,Road remains flooded for hours after rainfall,english,flooding,-0.6261173809695986,0.3714575580774273
8,Garbage pile has not been removed for three days,english,waste,-0.709364869904147,0.6490563227951165
31,"ড্রেন বন্ধ হয়ে আছে, পানি নামছে না",bangla,blocked_drain,-0.528541069013928,0.5864367539345662
84,"পানির লাইনে সমস্যা, বিশুদ্ধ পানি পাওয়া যাচ্ছে না",bangla,water_supply,-0.29076013385483157,0.10817005856268225
24,ডাস্টবিন না থাকায় রাস্তায় ময়লা জমছে,bangla,waste,-0.6031918829158432,1.0
107,Heavy rain causes waterlogging every evening,english,flooding,-0.24930522272118338,0.846075508348063
